dataset,split,model,k,epoch,layer,thresh,thresh_mode,total_persistence,minima,cps,train_acc,val_acc
mnist,train,resnet,20,123,a1,1e-06,1e-06,3.8032319420763088,69,136,0.99995,0.9784
mnist,train,resnet,20,100,a1,1e-06,1e-06,5.0811044434725545,82,161,0.99985,0.9793
mnist,train,resnet,20,31,a1,1e-06,1e-06,11.171908544901044,186,364,0.98745,0.9721
mnist,trainUval,resnet,20,182,a1,1e-06,1e-06,10.958876503016086,54,107,1.0,0.9807
mnist,trainUval,resnet,20,117,a1,1e-06,1e-06,9.76503900530497,84,162,0.99995,0.9795
mnist,trainUval,resnet,20,187,a1,1e-06,1e-06,10.88525957879483,50,96,1.0,0.9805
mnist,trainUval,resnet,20,134,a1,1e-06,1e-06,10.056034413884959,74,146,0.9999666666666667,0.9796
mnist,val,resnet,20,143,a1,1e-06,1e-06,10.154163291309828,24,47,0.99995,0.9789
mnist,val,resnet,20,18,a1,1e-06,1e-06,7.104105483315038,60,118,0.9826833333333334,0.97
mnist,val,resnet,20,180,a1,1e-06,1e-06,11.342267410332283,17,33,0.9999833333333333,0.9806
mnist,val,resnet,20,155,a1,1e-06,1e-06,10.442724853344544,23,45,0.9999833333333333,0.9801
cifar,train,resnet,20,103,a1,1e-06,1e-06,8.226563542497047,97,189,0.96506,0.8399
cifar,train,resnet,20,30,a1,1e-06,1e-06,9.218460548003122,119,234,0.92048,0.8275
cifar,train,resnet,20,73,a1,1e-06,1e-06,10.190251863893309,157,310,0.90622,0.8144
cifar,train,resnet,20,109,a1,1e-06,1e-06,7.359061341083589,96,190,0.97554,0.8389
cifar,trainUval,resnet,20,76,a1,1e-06,1e-06,12.963533852927526,140,274,0.90526,0.8085
cifar,trainUval,resnet,20,197,a1,1e-06,1e-06,11.598369704435981,167,328,0.9712,0.8375
cifar,trainUval,resnet,20,178,a1,1e-06,1e-06,10.737479827724314,149,289,0.9624,0.8409
cifar,trainUval,resnet,20,190,a1,1e-06,1e-06,12.493945766743991,167,330,0.96502,0.8386
cifar,val,resnet,20,13,a1,1e-06,1e-06,9.692115483190719,52,103,0.78374,0.7393
cifar,val,resnet,20,95,a1,1e-06,1e-06,14.443707153762489,40,77,0.94208,0.8259
cifar,val,resnet,20,136,a1,1e-06,1e-06,15.029241784419014,41,81,0.99926,0.8641
cifar,val,resnet,20,184,a1,1e-06,1e-06,12.110092230569762,58,112,0.96388,0.8349
mnist,train,densenet,20,71,a1,1e-06,1e-06,9.409008340169748,159,306,0.9893833333333333,0.9676
mnist,train,densenet,20,17,a1,1e-06,1e-06,8.4236962857658,162,306,0.95195,0.9436
mnist,train,densenet,20,1,a1,1e-06,1e-06,114.85213224217296,1123,2085,0.5747166666666667,0.5662
mnist,train,densenet,20,183,a1,1e-06,1e-06,6.247127706959645,101,195,0.9999166666666667,0.9724
mnist,trainUval,densenet,20,101,a1,1e-06,1e-06,9.331307177899589,154,298,0.99825,0.971
mnist,trainUval,densenet,20,38,a1,1e-06,1e-06,9.163728739405428,183,351,0.9772,0.9627
mnist,trainUval,densenet,20,127,a1,1e-06,1e-06,9.064812797140235,146,287,0.9992666666666666,0.9722
mnist,trainUval,densenet,20,54,a1,1e-06,1e-06,9.241773756602583,179,341,0.9870333333333333,0.9671
mnist,val,densenet,20,63,a1,1e-06,1e-06,9.348609251341031,48,94,0.9891666666666666,0.9686
mnist,val,densenet,20,2,a1,1e-06,1e-06,13.111104875802994,107,207,0.77425,0.7716
mnist,val,densenet,20,156,a1,1e-06,1e-06,9.210317468381163,38,72,0.9994833333333333,0.9724
mnist,val,densenet,20,92,a1,1e-06,1e-06,9.101365576746389,43,84,0.9969833333333333,0.9706
cifar,train,densenet,20,96,a1,1e-06,1e-06,7.666271620318184,139,275,0.97416,0.846
cifar,train,densenet,20,179,a1,1e-06,1e-06,8.365545942622475,158,312,0.96226,0.8374
cifar,train,densenet,20,88,a1,1e-06,1e-06,7.242547034835297,128,246,0.95492,0.836
cifar,train,densenet,20,56,a1,1e-06,1e-06,6.060241203487408,139,276,0.98054,0.8416
cifar,trainUval,densenet,20,128,a1,1e-06,1e-06,12.928865586848815,358,703,0.9988,0.8644
cifar,trainUval,densenet,20,52,a1,1e-06,1e-06,12.208891955100057,118,234,0.9701,0.8381
cifar,trainUval,densenet,20,47,a1,1e-06,1e-06,11.98993649596116,141,277,0.93888,0.8214
cifar,trainUval,densenet,20,67,a1,1e-06,1e-06,13.464346346632055,122,239,0.99722,0.8496
cifar,val,densenet,20,19,a1,1e-06,1e-06,9.76662033528919,41,81,0.84888,0.7799
cifar,val,densenet,20,79,a1,1e-06,1e-06,13.028187085233299,43,85,0.94572,0.8322
cifar,val,densenet,20,200,a1,1e-06,1e-06,11.348809999129571,53,103,0.97902,0.8529
cifar,val,densenet,20,35,a1,1e-06,1e-06,11.501580721132314,45,86,0.8837,0.8021
mnist,train,resnet,20,189,a1,1e-06,1e-06,0.9143638767097855,47,92,1.0,0.98
mnist,train,resnet,20,15,a1,1e-06,1e-06,11.95029303472893,204,395,0.9777166666666667,0.9677
mnist,train,resnet,20,43,a1,1e-06,1e-06,9.66160561339143,157,306,0.9955666666666667,0.9756
mnist,trainUval,resnet,20,16,a1,1e-06,1e-06,11.2745508791038,234,456,0.9793166666666666,0.9675
mnist,trainUval,resnet,20,119,a1,1e-06,1e-06,9.808622581699638,67,133,0.9999333333333333,0.9797
mnist,trainUval,resnet,20,20,a1,1e-06,1e-06,11.737774558237561,218,428,0.9839166666666667,0.9712
mnist,trainUval,resnet,20,104,a1,1e-06,1e-06,9.789787450879544,85,168,0.9999,0.979
mnist,val,resnet,20,65,a1,1e-06,1e-06,8.127332840553777,38,73,0.9981666666666666,0.9779
mnist,val,resnet,20,150,a1,1e-06,1e-06,9.743072836486022,24,47,0.9999666666666667,0.9797
mnist,val,resnet,20,34,a1,1e-06,1e-06,8.234042118180923,55,108,0.9902833333333333,0.9741
mnist,val,resnet,20,106,a1,1e-06,1e-06,9.666581802466794,28,55,0.9999,0.979
cifar,train,resnet,20,193,a1,1e-06,1e-06,8.514822761001142,148,291,0.96294,0.8332
cifar,train,resnet,20,141,a1,1e-06,1e-06,3.5987646718251654,138,273,0.99972,0.8641
cifar,train,resnet,20,27,a1,1e-06,1e-06,9.19902828899501,116,226,0.91528,0.8261
cifar,train,resnet,20,33,a1,1e-06,1e-06,10.47600254537133,139,274,0.82208,0.7685
cifar,trainUval,resnet,20,173,a1,1e-06,1e-06,11.938804314778054,117,231,0.94298,0.8218
cifar,trainUval,resnet,20,115,a1,1e-06,1e-06,12.603189566908668,87,171,0.9851,0.8507
cifar,trainUval,resnet,20,195,a1,1e-06,1e-06,11.303484880124074,169,331,0.969,0.8438
cifar,trainUval,resnet,20,9,a1,1e-06,1e-06,11.717014291405576,142,280,0.80186,0.753
cifar,val,resnet,20,26,a1,1e-06,1e-06,12.977361074393912,55,109,0.90542,0.8156
cifar,val,resnet,20,5,a1,1e-06,1e-06,12.72325375793298,49,96,0.7174,0.6906
cifar,val,resnet,20,75,a1,1e-06,1e-06,11.38829609772938,43,85,0.90472,0.8152
cifar,val,resnet,20,166,a1,1e-06,1e-06,11.750764850364362,33,64,0.93758,0.8237
mnist,train,densenet,20,146,a1,1e-06,1e-06,8.656038707246694,125,242,0.9992666666666666,0.9715
mnist,train,densenet,20,82,a1,1e-06,1e-06,9.348818005981684,149,288,0.9946,0.9693
mnist,train,densenet,20,69,a1,1e-06,1e-06,9.006264680846925,152,291,0.9887166666666667,0.9676
mnist,train,densenet,20,154,a1,1e-06,1e-06,8.807049674230825,120,229,0.9995,0.9729
mnist,trainUval,densenet,20,94,a1,1e-06,1e-06,9.145783775580298,165,315,0.9972,0.9711
mnist,trainUval,densenet,20,7,a1,1e-06,1e-06,11.807235454107285,243,458,0.8998333333333334,0.8965
mnist,trainUval,densenet,20,125,a1,1e-06,1e-06,9.073351837512973,140,273,0.9991666666666666,0.9721
mnist,trainUval,densenet,20,140,a1,1e-06,1e-06,8.958685579782582,133,263,0.9992833333333333,0.972
mnist,val,densenet,20,131,a1,1e-06,1e-06,8.990536458766428,48,91,0.9992666666666666,0.9717
mnist,val,densenet,20,4,a1,1e-06,1e-06,8.401547215413302,58,108,0.87005,0.8676
mnist,val,densenet,20,167,a1,1e-06,1e-06,9.89002830418849,38,72,0.9998166666666667,0.972
mnist,val,densenet,20,68,a1,1e-06,1e-06,9.26449523483916,57,105,0.9890666666666666,0.9681
cifar,train,densenet,20,137,a1,1e-06,1e-06,1.8999847611279392,399,770,0.99978,0.874
cifar,train,densenet,20,64,a1,1e-06,1e-06,4.192420693691702,125,243,0.99646,0.848
cifar,train,densenet,20,171,a1,1e-06,1e-06,6.7904667303074575,172,336,0.96238,0.8369
cifar,train,densenet,20,174,a1,1e-06,1e-06,8.979572223870832,150,293,0.96046,0.8385
cifar,trainUval,densenet,20,60,a1,1e-06,1e-06,13.890570019979123,140,275,0.99144,0.848
cifar,trainUval,densenet,20,87,a1,1e-06,1e-06,12.774749657549364,136,268,0.94614,0.8294
cifar,trainUval,densenet,20,55,a1,1e-06,1e-06,13.170361196058934,118,231,0.97576,0.8387
cifar,trainUval,densenet,20,21,a1,1e-06,1e-06,11.093554309635465,173,343,0.8744,0.7935
cifar,val,densenet,20,99,a1,1e-06,1e-06,11.159168208865708,50,97,0.97314,0.8407
cifar,val,densenet,20,81,a1,1e-06,1e-06,11.76170924575672,56,109,0.94396,0.8272
cifar,val,densenet,20,138,a1,1e-06,1e-06,13.599205549816133,85,167,0.99978,0.872
cifar,val,densenet,20,12,a1,1e-06,1e-06,11.204076046804857,56,110,0.74626,0.7048
mnist,train,resnet,20,49,a1,1e-06,1e-06,9.027327014183356,156,307,0.9971833333333333,0.9764
mnist,train,resnet,20,36,a1,1e-06,1e-06,10.854041886166328,180,349,0.99215,0.9738
mnist,train,resnet,20,6,a1,1e-06,1e-06,11.529302616539098,189,368,0.9584,0.9523
mnist,trainUval,resnet,20,42,a1,1e-06,1e-06,10.167547707043695,185,362,0.9953666666666666,0.9755
mnist,trainUval,resnet,20,93,a1,1e-06,1e-06,9.60399240474635,100,196,0.9997833333333334,0.9784
mnist,trainUval,resnet,20,28,a1,1e-06,1e-06,10.78258524155217,206,397,0.9869666666666667,0.9722
mnist,trainUval,resnet,20,129,a1,1e-06,1e-06,10.307632630788817,84,163,0.99995,0.9786
mnist,val,resnet,20,181,a1,1e-06,1e-06,11.4955821994904,21,41,1.0,0.9802
mnist,val,resnet,20,135,a1,1e-06,1e-06,10.46903668308937,23,45,0.9999666666666667,0.9798
mnist,val,resnet,20,29,a1,1e-06,1e-06,7.961867267169509,59,115,0.9871333333333333,0.9715
mnist,val,resnet,20,110,a1,1e-06,1e-06,10.002925458366917,26,51,0.99995,0.9798
cifar,train,resnet,20,114,a1,1e-06,1e-06,8.855162379017884,76,147,0.9809,0.8448
cifar,train,resnet,20,158,a1,1e-06,1e-06,10.348953922862961,91,180,0.93494,0.8184
cifar,train,resnet,20,58,a1,1e-06,1e-06,8.219149990345613,74,147,0.96932,0.8424
cifar,train,resnet,20,157,a1,1e-06,1e-06,8.41642262121968,111,218,0.91848,0.8064
cifar,trainUval,resnet,20,169,a1,1e-06,1e-06,11.501547394027853,109,216,0.95212,0.8358
cifar,trainUval,resnet,20,148,a1,1e-06,1e-06,14.371201516547558,139,270,0.99978,0.8649
cifar,trainUval,resnet,20,176,a1,1e-06,1e-06,11.34281577666627,141,273,0.96224,0.8383
cifar,trainUval,resnet,20,126,a1,1e-06,1e-06,14.299954965285451,120,236,0.9937,0.8538
cifar,val,resnet,20,32,a1,1e-06,1e-06,10.80101042076376,45,88,0.82304,0.7648
cifar,val,resnet,20,142,a1,1e-06,1e-06,14.678470923477448,54,105,0.99974,0.8637
cifar,val,resnet,20,108,a1,1e-06,1e-06,14.718491084470656,42,83,0.96994,0.8395
cifar,val,resnet,20,85,a1,1e-06,1e-06,12.728481162821936,59,116,0.9331,0.8219
mnist,train,densenet,20,10,a1,1e-06,1e-06,11.392152217740659,190,366,0.9052333333333333,0.9012
mnist,train,densenet,20,23,a1,1e-06,1e-06,8.801075764798952,156,302,0.9625833333333333,0.9534
mnist,train,densenet,20,186,a1,1e-06,1e-06,5.2544064253647775,93,179,0.9999166666666667,0.9721
mnist,train,densenet,20,164,a1,1e-06,1e-06,7.584179705761585,129,249,0.99975,0.9727
mnist,trainUval,densenet,20,160,a1,1e-06,1e-06,9.387912530551944,128,250,0.9996333333333334,0.9725
mnist,trainUval,densenet,20,152,a1,1e-06,1e-06,9.07417211734878,127,246,0.9993833333333333,0.9729
mnist,trainUval,densenet,20,185,a1,1e-06,1e-06,9.6620971439105,102,196,0.9999166666666667,0.9729
mnist,trainUval,densenet,20,102,a1,1e-06,1e-06,9.279931432414287,169,323,0.99825,0.9716
mnist,val,densenet,20,11,a1,1e-06,1e-06,8.681882152406615,45,88,0.91725,0.9115
mnist,val,densenet,20,44,a1,1e-06,1e-06,9.634848961902208,42,82,0.9829833333333333,0.9651
mnist,val,densenet,20,72,a1,1e-06,1e-06,9.10391630387221,48,92,0.9905,0.9678
mnist,val,densenet,20,3,a1,1e-06,1e-06,9.129900142084807,75,146,0.84265,0.8433
cifar,train,densenet,20,25,a1,1e-06,1e-06,8.839108999723521,148,290,0.91636,0.8159
cifar,train,densenet,20,77,a1,1e-06,1e-06,8.411911058204282,131,258,0.9362,0.8172
cifar,train,densenet,20,39,a1,1e-06,1e-06,9.67226625015644,121,235,0.90312,0.8136
cifar,train,densenet,20,89,a1,1e-06,1e-06,8.210379754573182,129,254,0.96026,0.8383
cifar,trainUval,densenet,20,132,a1,1e-06,1e-06,13.008772288292903,390,756,0.99964,0.8717
cifar,trainUval,densenet,20,151,a1,1e-06,1e-06,11.026778910895587,111,216,0.9184,0.8183
cifar,trainUval,densenet,20,165,a1,1e-06,1e-06,10.854728960857074,136,269,0.9545,0.8387
cifar,trainUval,densenet,20,177,a1,1e-06,1e-06,13.001767024849187,158,309,0.96162,0.8441
cifar,val,densenet,20,191,a1,1e-06,1e-06,12.451490525553709,38,74,0.975,0.8445
cifar,val,densenet,20,83,a1,1e-06,1e-06,13.03688350360153,52,103,0.93724,0.8218
cifar,val,densenet,20,80,a1,1e-06,1e-06,12.190632634444,54,106,0.94158,0.8296
cifar,val,densenet,20,57,a1,1e-06,1e-06,13.106189509354294,48,93,0.98502,0.8416
mnist,train,resnet,20,172,a1,1e-06,1e-06,1.6973156018049167,57,112,0.9999833333333333,0.9798
mnist,train,resnet,20,66,a1,1e-06,1e-06,8.131926719457397,136,262,0.99835,0.9775
mnist,train,resnet,20,145,a1,1e-06,1e-06,3.5187163391020704,66,130,0.99995,0.9797
mnist,trainUval,resnet,20,70,a1,1e-06,1e-06,8.503447687031553,153,301,0.9982833333333333,0.9778
mnist,trainUval,resnet,20,144,a1,1e-06,1e-06,10.354265567822154,77,150,0.9999666666666667,0.9798
mnist,trainUval,resnet,20,199,a1,1e-06,1e-06,11.194007533011586,56,110,1.0,0.9806
mnist,trainUval,resnet,20,74,a1,1e-06,1e-06,8.80416445946696,134,263,0.99855,0.9782
mnist,val,resnet,20,130,a1,1e-06,1e-06,10.623115575177735,29,57,0.99995,0.9795
mnist,val,resnet,20,22,a1,1e-06,1e-06,7.848464026984061,55,108,0.9859,0.9728
mnist,val,resnet,20,149,a1,1e-06,1e-06,10.09618715645297,22,43,0.99995,0.9802
mnist,val,resnet,20,53,a1,1e-06,1e-06,8.108077103136111,49,94,0.9976166666666667,0.9767
cifar,train,resnet,20,111,a1,1e-06,1e-06,6.539190780210561,80,159,0.97882,0.8458
cifar,train,resnet,20,188,a1,1e-06,1e-06,7.717978635389841,129,254,0.96588,0.8388
cifar,train,resnet,20,90,a1,1e-06,1e-06,9.680309809579626,79,156,0.93574,0.8279
cifar,train,resnet,20,62,a1,1e-06,1e-06,8.22013589181472,54,107,0.98224,0.8425
cifar,trainUval,resnet,20,107,a1,1e-06,1e-06,14.173465222232721,88,173,0.96778,0.8374
cifar,trainUval,resnet,20,97,a1,1e-06,1e-06,11.41465733875259,130,257,0.9525,0.8302
cifar,trainUval,resnet,20,175,a1,1e-06,1e-06,11.066044453588574,147,290,0.95466,0.8308
cifar,trainUval,resnet,20,133,a1,1e-06,1e-06,14.490191629172614,120,237,0.9989,0.8612
cifar,val,resnet,20,192,a1,1e-06,1e-06,12.145678411547806,46,91,0.96678,0.8361
cifar,val,resnet,20,120,a1,1e-06,1e-06,14.979195120752252,32,63,0.98932,0.8506
cifar,val,resnet,20,196,a1,1e-06,1e-06,12.456564020875703,52,101,0.96906,0.8413
cifar,val,resnet,20,8,a1,1e-06,1e-06,9.813836864341283,45,89,0.78842,0.7501
mnist,train,densenet,20,143,a1,1e-06,1e-06,8.45684556486492,122,236,0.9992666666666666,0.9718
mnist,train,densenet,20,18,a1,1e-06,1e-06,8.615983350990064,161,306,0.95395,0.9443
mnist,train,densenet,20,180,a1,1e-06,1e-06,5.979318344063699,92,180,0.9999,0.9728
mnist,train,densenet,20,155,a1,1e-06,1e-06,8.537383906995615,112,218,0.99955,0.9722
mnist,trainUval,densenet,20,103,a1,1e-06,1e-06,9.278667002720226,153,289,0.9984166666666666,0.9709
mnist,trainUval,densenet,20,30,a1,1e-06,1e-06,9.567506265388147,168,325,0.9648333333333333,0.9542
mnist,trainUval,densenet,20,73,a1,1e-06,1e-06,9.253522002703903,175,334,0.9904833333333334,0.968
mnist,trainUval,densenet,20,109,a1,1e-06,1e-06,9.288826159761243,169,327,0.9986666666666667,0.9722
mnist,val,densenet,20,76,a1,1e-06,1e-06,9.030421503158436,52,101,0.9921166666666666,0.9695
mnist,val,densenet,20,197,a1,1e-06,1e-06,9.765892064410536,36,69,0.99995,0.9729
mnist,val,densenet,20,178,a1,1e-06,1e-06,9.301191039978676,33,63,0.9999,0.9719
mnist,val,densenet,20,190,a1,1e-06,1e-06,9.576631676764237,32,61,0.99995,0.9723
cifar,train,densenet,20,13,a1,1e-06,1e-06,11.95290678711467,148,290,0.77016,0.7332
cifar,train,densenet,20,95,a1,1e-06,1e-06,6.768216327262053,124,246,0.97096,0.8431
cifar,train,densenet,20,136,a1,1e-06,1e-06,2.824623810922958,367,714,0.9998,0.8732
cifar,train,densenet,20,184,a1,1e-06,1e-06,8.621148731651601,180,354,0.96574,0.8429
cifar,trainUval,densenet,20,139,a1,1e-06,1e-06,13.076937725182006,424,822,0.99984,0.8728
cifar,trainUval,densenet,20,51,a1,1e-06,1e-06,11.206881434628372,113,222,0.96086,0.8322
cifar,trainUval,densenet,20,153,a1,1e-06,1e-06,10.824420527635084,135,266,0.9322,0.8241
cifar,trainUval,densenet,20,113,a1,1e-06,1e-06,12.907337075256805,207,405,0.9916,0.8591
cifar,val,densenet,20,168,a1,1e-06,1e-06,11.791341035836695,47,90,0.95934,0.8445
cifar,val,densenet,20,161,a1,1e-06,1e-06,11.40409618897138,46,89,0.96078,0.846
cifar,val,densenet,20,105,a1,1e-06,1e-06,13.573633598532751,54,106,0.98298,0.8492
cifar,val,densenet,20,46,a1,1e-06,1e-06,11.28761151560127,52,102,0.93342,0.8226
mnist,train,resnet,20,24,a1,1e-06,1e-06,10.962789228048564,185,359,0.98655,0.9721
mnist,train,resnet,20,40,a1,1e-06,1e-06,9.81556685658768,152,296,0.99445,0.9748
mnist,train,resnet,20,121,a1,1e-06,1e-06,3.805367441256749,70,138,0.99995,0.9789
mnist,trainUval,resnet,20,71,a1,1e-06,1e-06,8.785468022614964,144,284,0.9981166666666667,0.9778
mnist,trainUval,resnet,20,17,a1,1e-06,1e-06,11.216463921426907,228,449,0.9810333333333333,0.9701
mnist,trainUval,resnet,20,1,a1,1e-06,1e-06,10.757119302666979,274,533,0.8846333333333334,0.883
mnist,trainUval,resnet,20,183,a1,1e-06,1e-06,10.874906350725269,50,98,1.0,0.9794
mnist,val,resnet,20,101,a1,1e-06,1e-06,9.56598862417411,29,56,0.9998666666666667,0.9797
mnist,val,resnet,20,38,a1,1e-06,1e-06,8.462968164940435,39,76,0.9931833333333333,0.9743
mnist,val,resnet,20,127,a1,1e-06,1e-06,10.48375775284046,25,49,0.9999666666666667,0.9796
mnist,val,resnet,20,54,a1,1e-06,1e-06,8.36901651960784,41,78,0.9978,0.9766
cifar,train,resnet,20,63,a1,1e-06,1e-06,7.640610798841976,52,103,0.98448,0.8457
cifar,train,resnet,20,2,a1,1e-06,1e-06,27.371376295144728,175,344,0.60434,0.5917
cifar,train,resnet,20,156,a1,1e-06,1e-06,9.82380444818375,106,209,0.9271,0.8138
cifar,train,resnet,20,92,a1,1e-06,1e-06,9.366800677481478,99,195,0.9391,0.8209
cifar,trainUval,resnet,20,96,a1,1e-06,1e-06,13.362661700659032,92,183,0.94706,0.8285
cifar,trainUval,resnet,20,179,a1,1e-06,1e-06,11.879058663716137,117,231,0.949,0.8277
cifar,trainUval,resnet,20,88,a1,1e-06,1e-06,12.935996229038437,136,269,0.93192,0.8212
cifar,trainUval,resnet,20,56,a1,1e-06,1e-06,13.721716758013713,93,185,0.96268,0.8421
cifar,val,resnet,20,128,a1,1e-06,1e-06,14.588641756709762,41,81,0.99734,0.8602
cifar,val,resnet,20,52,a1,1e-06,1e-06,12.302151377325572,38,75,0.9421,0.8259
cifar,val,resnet,20,47,a1,1e-06,1e-06,11.551097312027196,44,87,0.92164,0.828
cifar,val,resnet,20,67,a1,1e-06,1e-06,18.247223881355694,18,35,0.98868,0.8434
mnist,train,densenet,20,65,a1,1e-06,1e-06,8.809004309026477,168,322,0.9893,0.9673
mnist,train,densenet,20,150,a1,1e-06,1e-06,8.420838882811154,120,235,0.9992833333333333,0.9721
mnist,train,densenet,20,34,a1,1e-06,1e-06,8.942699441418881,155,303,0.9720833333333333,0.9594
mnist,train,densenet,20,106,a1,1e-06,1e-06,8.971411125273562,131,256,0.99855,0.971
mnist,trainUval,densenet,20,193,a1,1e-06,1e-06,9.858552971610152,101,194,0.99995,0.9717
mnist,trainUval,densenet,20,141,a1,1e-06,1e-06,9.157862135291566,130,251,0.9993,0.972
mnist,trainUval,densenet,20,27,a1,1e-06,1e-06,9.629456752000806,183,353,0.9648333333333333,0.9546
mnist,trainUval,densenet,20,33,a1,1e-06,1e-06,9.87123230465977,187,359,0.97075,0.9585
mnist,val,densenet,20,173,a1,1e-06,1e-06,9.731430738216432,32,62,0.9998833333333333,0.9724
mnist,val,densenet,20,115,a1,1e-06,1e-06,8.990160036990687,45,86,0.9990333333333333,0.9717
mnist,val,densenet,20,195,a1,1e-06,1e-06,9.816866381767795,32,61,0.9999666666666667,0.9724
mnist,val,densenet,20,9,a1,1e-06,1e-06,8.801623668463435,48,92,0.9043166666666667,0.8994
cifar,train,densenet,20,26,a1,1e-06,1e-06,9.723481389162316,155,303,0.92282,0.8139
cifar,train,densenet,20,5,a1,1e-06,1e-06,14.85666219686027,190,376,0.71228,0.6806
cifar,train,densenet,20,75,a1,1e-06,1e-06,9.79448995366181,118,230,0.92906,0.8181
cifar,train,densenet,20,166,a1,1e-06,1e-06,9.470029207448079,146,283,0.9286,0.8119
cifar,trainUval,densenet,20,124,a1,1e-06,1e-06,12.78587618162112,330,647,0.99802,0.8665
cifar,trainUval,densenet,20,194,a1,1e-06,1e-06,15.290257758030748,174,343,0.97604,0.851
cifar,trainUval,densenet,20,170,a1,1e-06,1e-06,11.41125719935053,166,323,0.9564,0.8331
cifar,trainUval,densenet,20,78,a1,1e-06,1e-06,10.874280927451423,124,244,0.94072,0.8333
cifar,val,densenet,20,84,a1,1e-06,1e-06,11.555089443298584,44,87,0.9396,0.8237
cifar,val,densenet,20,50,a1,1e-06,1e-06,12.005177791979804,42,82,0.94478,0.8269
cifar,val,densenet,20,61,a1,1e-06,1e-06,12.939142673541824,55,108,0.99364,0.8484
mnist,train,resnet,20,162,a1,1e-06,1e-06,2.6972361887271745,66,125,0.9999666666666667,0.9793
mnist,train,resnet,20,98,a1,1e-06,1e-06,4.678934170667276,80,159,0.9998166666666667,0.9801
mnist,train,resnet,20,198,a1,1e-06,1e-06,0.7153019706199757,50,95,1.0,0.9808
mnist,train,resnet,20,86,a1,1e-06,1e-06,5.429379346821861,89,173,0.9996,0.9793
mnist,trainUval,resnet,20,146,a1,1e-06,1e-06,10.177288356275767,71,138,0.99995,0.9796
mnist,trainUval,resnet,20,82,a1,1e-06,1e-06,9.102097519256972,102,202,0.99925,0.9789
mnist,trainUval,resnet,20,69,a1,1e-06,1e-06,8.21397668348743,155,298,0.9984333333333333,0.9772
mnist,trainUval,resnet,20,154,a1,1e-06,1e-06,10.902662818770523,75,147,0.99995,0.9802
mnist,val,resnet,20,94,a1,1e-06,1e-06,9.073097585476717,27,53,0.99975,0.9782
mnist,val,resnet,20,7,a1,1e-06,1e-06,7.003014722653461,65,128,0.9605333333333334,0.9557
mnist,val,resnet,20,125,a1,1e-06,1e-06,10.195141378776725,25,49,0.99995,0.9803
mnist,val,resnet,20,140,a1,1e-06,1e-06,10.13721024967856,23,45,0.99995,0.9802
cifar,train,resnet,20,131,a1,1e-06,1e-06,3.746133798182427,121,236,0.9983,0.8594
cifar,train,resnet,20,4,a1,1e-06,1e-06,15.15836017820402,134,261,0.695,0.6755
cifar,train,resnet,20,167,a1,1e-06,1e-06,8.615913716881096,119,234,0.94722,0.8251
cifar,train,resnet,20,68,a1,1e-06,1e-06,6.2427998949957555,51,101,0.9896,0.8442
cifar,trainUval,resnet,20,137,a1,1e-06,1e-06,14.336061720262364,138,273,0.99934,0.8636
cifar,trainUval,resnet,20,64,a1,1e-06,1e-06,19.64532472869314,56,110,0.98522,0.8418
cifar,trainUval,resnet,20,171,a1,1e-06,1e-06,12.057257614145215,128,249,0.95538,0.8321
cifar,trainUval,resnet,20,174,a1,1e-06,1e-06,11.522527213285457,153,300,0.94108,0.8231
cifar,val,resnet,20,60,a1,1e-06,1e-06,17.04767918069922,32,62,0.97698,0.8435
cifar,val,resnet,20,87,a1,1e-06,1e-06,13.906559563291466,45,88,0.932,0.8197
cifar,val,resnet,20,55,a1,1e-06,1e-06,14.494923880705528,36,70,0.95898,0.8337
cifar,val,resnet,20,21,a1,1e-06,1e-06,10.766073601536391,49,96,0.86588,0.8002
mnist,train,densenet,20,181,a1,1e-06,1e-06,6.097914863202277,100,194,0.9998833333333333,0.9726
mnist,train,densenet,20,135,a1,1e-06,1e-06,8.244987681825705,125,238,0.99925,0.9721
mnist,train,densenet,20,29,a1,1e-06,1e-06,8.777432701188445,159,303,0.9647666666666667,0.9543
mnist,train,densenet,20,110,a1,1e-06,1e-06,8.851311079772586,116,224,0.9986333333333334,0.9713
mnist,trainUval,densenet,20,114,a1,1e-06,1e-06,9.189755011089346,152,296,0.9989666666666667,0.9715
mnist,trainUval,densenet,20,158,a1,1e-06,1e-06,8.975499231552249,125,243,0.9995666666666667,0.973
mnist,trainUval,densenet,20,58,a1,1e-06,1e-06,9.294504839805313,169,328,0.9885,0.9669
mnist,trainUval,densenet,20,157,a1,1e-06,1e-06,9.201352766795026,121,236,0.9996333333333334,0.972
