dataset,split,model,epoch,layer,tensor_path,k_neighbors,num_points,num_classes,intra_class_mean_distance,inter_class_mean_distance,intra_inter_distance_ratio,centroid_mean_separation,centroid_min_separation,centroid_mean_correlation,neighborhood_purity,knn_accuracy,train_acc,val_acc
mnist,trainUval,resnet,159,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/trainUval/a1_e159.pt,5,70000,10,,,,28.77231599778344,25.941525979582813,-0.0930923519314314,,,0.9999833333333333,0.9795
mnist,trainUval,resnet,191,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/trainUval/a1_e191.pt,5,70000,10,,,,29.33329032736436,26.542572300838863,-0.0937670477632972,,,1.0,0.9803
mnist,trainUval,resnet,43,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/trainUval/a1_e43.pt,5,70000,10,,,,27.3411553357826,23.35874986559968,-0.0883984515920897,,,0.9955666666666667,0.9756
mnist,trainUval,resnet,76,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/trainUval/a1_e76.pt,5,70000,10,,,,27.78417328775705,24.20166307082816,-0.0888386716584544,,,0.9989,0.9779
mnist,val,resnet,107,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/val/a1_e107.pt,5,10000,10,,,,28.42245676960849,25.253440405071988,-0.0907226575984504,,,0.9999166666666667,0.9792
mnist,val,resnet,14,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/val/a1_e14.pt,5,10000,10,,,,25.79447678706693,21.271152900171515,-0.0867959416341387,,,0.9746166666666667,0.9672
mnist,val,resnet,172,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/val/a1_e172.pt,5,10000,10,,,,28.95876894547652,26.167006417532072,-0.0927927810909969,,,0.9999833333333333,0.9798
mnist,val,resnet,24,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/val/a1_e24.pt,5,10000,10,,,,26.684175203057176,22.64124521369773,-0.0879190389452642,,,0.98655,0.9721
mnist,val,resnet,57,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/val/a1_e57.pt,5,10000,10,,,,27.56601445071541,24.04878339276883,-0.0888667957409738,,,0.998,0.9773
mnist,val,resnet,9,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/val/a1_e9.pt,5,10000,10,,,,24.60799496190074,18.20562135232245,-0.0857769424070541,,,0.9620166666666666,0.9556
cifar,train,densenet,121,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e121.pt,5,50000,10,,,,7.192247454771495,6.305662434444881,-0.0904193455074031,,,0.99748,0.8646
cifar,train,densenet,154,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e154.pt,5,50000,10,,,,6.163351784831947,3.598339591981168,-0.0344430916366147,,,0.93066,0.8241
cifar,train,densenet,187,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e187.pt,5,50000,10,,,,6.134461485167631,4.535641626045411,-0.0428073495594826,,,0.97474,0.8487
cifar,train,densenet,39,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e39.pt,5,50000,10,,,,9.852742670058817,4.8301080118714905,-0.0742570846369512,,,0.90312,0.8136
cifar,train,densenet,71,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e71.pt,5,50000,10,,,,8.26597832629173,4.250506866903752,-0.0697678710847178,,,0.91458,0.8064
cifar,trainUval,densenet,102,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/trainUval/a1_e102.pt,5,60000,10,,,,6.856339273325193,4.615722940088994,-0.081664825144941,,,0.97562,0.8453
cifar,trainUval,densenet,135,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/trainUval/a1_e135.pt,5,60000,10,,,,7.177238270384592,6.4651502515900505,-0.091375271893214,,,0.99974,0.8731
cifar,trainUval,densenet,168,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/trainUval/a1_e168.pt,5,60000,10,,,,5.989359259658799,3.830740898986138,-0.0516410747915947,,,0.95934,0.8445
cifar,trainUval,densenet,20,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/trainUval/a1_e20.pt,5,60000,10,,,,12.12046303299066,5.527775154571798,-0.0735301422663485,,,0.86552,0.792
cifar,trainUval,densenet,52,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/trainUval/a1_e52.pt,5,60000,10,,,,8.683604492344777,5.185516843194102,-0.0897839412940436,,,0.9701,0.8381
cifar,trainUval,densenet,85,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/trainUval/a1_e85.pt,5,60000,10,,,,7.127047234154564,4.14382412869792,-0.072180128864225,,,0.94394,0.8213
cifar,val,densenet,116,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/val/a1_e116.pt,5,10000,10,,,,6.254674029461601,3.807888432788614,-0.0728544854358952,,,0.99456,0.8565
cifar,val,densenet,149,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/val/a1_e149.pt,5,10000,10,,,,6.306359604822914,4.275830246796461,-0.0846062018981266,,,0.9999,0.8735
cifar,val,densenet,181,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/val/a1_e181.pt,5,10000,10,,,,5.528167531832467,3.1419386844184585,-0.0244345397728765,,,0.96922,0.8413
cifar,val,densenet,33,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/val/a1_e33.pt,5,10000,10,,,,10.465217184046184,4.321467833466171,-0.0589029412069192,,,0.86782,0.7872
cifar,val,densenet,66,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/val/a1_e66.pt,5,10000,10,,,,8.128834886814277,4.593551261521132,-0.096163959909031,,,0.99666,0.8494
cifar,val,densenet,99,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/val/a1_e99.pt,5,10000,10,,,,6.274370716183482,3.2288208605399698,-0.0723355835495006,,,0.97314,0.8407
mnist,train,densenet,13,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/train/a1_e13.pt,5,60000,10,,,,16.466109295471792,10.113305847684227,-0.0929058988454762,,,0.9338333333333333,0.9282
mnist,train,densenet,162,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/train/a1_e162.pt,5,60000,10,,,,19.157026673056603,16.855561537281297,-0.0975130625745205,,,0.9996666666666667,0.9722
mnist,train,densenet,195,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/train/a1_e195.pt,5,60000,10,,,,19.381153951235152,16.903645748301262,-0.0986656148037684,,,0.9999666666666667,0.9724
mnist,train,densenet,47,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/train/a1_e47.pt,5,60000,10,,,,18.542595927709545,15.239197081594282,-0.0956017518004122,,,0.9844666666666667,0.9658
mnist,train,densenet,8,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/train/a1_e8.pt,5,60000,10,,,,14.970035600032745,7.666367107702603,-0.0890039065270299,,,0.9030833333333333,0.8985
mnist,trainUval,densenet,110,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/trainUval/a1_e110.pt,5,70000,10,,,,19.131279590914563,16.226953572811322,-0.0969082415875743,,,0.9986333333333334,0.9713
mnist,trainUval,densenet,143,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/trainUval/a1_e143.pt,5,70000,10,,,,19.027627867995225,16.4700096402847,-0.097999615710752,,,0.9992666666666666,0.9718
mnist,trainUval,densenet,176,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/trainUval/a1_e176.pt,5,70000,10,,,,19.26791032981511,16.907222972634877,-0.0982882816959411,,,0.9998833333333333,0.9726
mnist,trainUval,densenet,28,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/trainUval/a1_e28.pt,5,70000,10,,,,17.698483658002004,13.787540054557176,-0.0947210909616664,,,0.96485,0.9545
mnist,trainUval,densenet,60,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/trainUval/a1_e60.pt,5,70000,10,,,,18.54272841582937,15.347708827254989,-0.0957341769119072,,,0.9887,0.9679
mnist,trainUval,densenet,93,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/trainUval/a1_e93.pt,5,70000,10,,,,18.867395022322725,16.092246294123115,-0.097307200524544,,,0.9971,0.9708
mnist,val,densenet,124,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/val/a1_e124.pt,5,10000,10,,,,18.992725205368743,16.25593129280334,-0.0966444108504938,,,0.9991166666666667,0.9711
mnist,val,densenet,157,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/val/a1_e157.pt,5,10000,10,,,,19.02386393389235,16.51151161408495,-0.0976912351314598,,,0.9996333333333334,0.972
mnist,val,densenet,19,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/val/a1_e19.pt,5,10000,10,,,,17.448974097548543,12.698167687192656,-0.095243364620858,,,0.9571833333333334,0.9478
mnist,val,densenet,41,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/val/a1_e41.pt,5,10000,10,,,,18.427286563749067,14.920069262534808,-0.0949109703645676,,,0.9806166666666667,0.9652
mnist,val,densenet,74,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/val/a1_e74.pt,5,10000,10,,,,18.72619630238361,15.133016640690414,-0.096373651090114,,,0.9912166666666666,0.9681
cifar,train,resnet,105,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/train/a1_e105.pt,5,50000,10,,,,9.911430782060345,5.878548218410979,-0.0937278950597374,,,0.9638,0.8364
cifar,train,resnet,138,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/train/a1_e138.pt,5,50000,10,,,,10.494548619787343,8.694739186146025,-0.0997767191029123,,,0.99948,0.8659
cifar,train,resnet,170,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/train/a1_e170.pt,5,50000,10,,,,7.934644916536608,5.02253521970306,-0.0802603979710657,,,0.95514,0.8384
cifar,train,resnet,22,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/train/a1_e22.pt,5,50000,10,,,,13.642861851416049,5.246061595497346,-0.06014078300374,,,0.87082,0.8007
cifar,train,resnet,55,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/train/a1_e55.pt,5,50000,10,,,,13.150722134851286,6.428460715551035,-0.0845774342030995,,,0.95898,0.8337
cifar,train,resnet,88,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/train/a1_e88.pt,5,50000,10,,,,10.416884828775428,5.324541562321482,-0.0766825038803111,,,0.93192,0.8212
cifar,trainUval,resnet,119,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/trainUval/a1_e119.pt,5,60000,10,,,,10.109827704656698,6.6927569210658975,-0.0968048728366415,,,0.98946,0.8458
cifar,trainUval,resnet,151,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/trainUval/a1_e151.pt,5,60000,10,,,,8.457095844670178,4.528697431328637,-0.0732387403816714,,,0.92088,0.8084
cifar,trainUval,resnet,184,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/trainUval/a1_e184.pt,5,60000,10,,,,7.538068620706988,4.569702058413156,-0.0769352205913991,,,0.96388,0.8349
cifar,trainUval,resnet,36,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/trainUval/a1_e36.pt,5,60000,10,,,,12.528204463943757,5.035857947561218,-0.0425649385935566,,,0.86232,0.798
cifar,trainUval,resnet,69,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/trainUval/a1_e69.pt,5,60000,10,,,,14.031949771273156,8.06064585754094,-0.0927644191732375,,,0.98984,0.8448
cifar,val,resnet,10,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/val/a1_e10.pt,5,10000,10,,,,14.455643667896345,4.446788873947489,-0.0471124734714253,,,0.80658,0.7611
cifar,val,resnet,132,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/val/a1_e132.pt,5,10000,10,,,,9.076717288993692,5.656071730400841,-0.0924966434830946,,,0.99874,0.8619
cifar,val,resnet,165,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/val/a1_e165.pt,5,10000,10,,,,7.4187861855042065,3.555797996635441,-0.0755539854871551,,,0.94946,0.8347
cifar,val,resnet,198,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/val/a1_e198.pt,5,10000,10,,,,6.797413008306284,3.4526715956601444,-0.0654259601224885,,,0.96154,0.8357
cifar,val,resnet,5,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/val/a1_e5.pt,5,10000,10,,,,17.151218637038316,3.792870607020492,-0.0103384696557254,,,0.7174,0.6906
cifar,val,resnet,82,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/val/a1_e82.pt,5,10000,10,,,,10.29943663883116,4.539916524080925,-0.070281002330653,,,0.92996,0.8222
mnist,train,resnet,113,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/train/a1_e113.pt,5,60000,10,,,,28.652099612487923,25.80211529964585,-0.0906553822406055,,,0.9999333333333333,0.9804
mnist,train,resnet,146,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/train/a1_e146.pt,5,60000,10,,,,28.749043128480807,25.844820375826053,-0.0936167036898201,,,0.99995,0.9796
mnist,train,resnet,179,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/train/a1_e179.pt,5,60000,10,,,,29.121988884360327,26.45535697449441,-0.0949516901091236,,,0.9999833333333333,0.9808
mnist,train,resnet,30,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/train/a1_e30.pt,5,60000,10,,,,26.76770154863833,22.29525173177312,-0.0873978808608181,,,0.9872,0.9723
mnist,train,resnet,63,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/train/a1_e63.pt,5,60000,10,,,,27.80218819810468,23.92928582209317,-0.0894431884903268,,,0.9983,0.9771
mnist,train,resnet,96,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/train/a1_e96.pt,5,60000,10,,,,28.42565881774906,24.89160504257204,-0.0916220617331812,,,0.9997833333333334,0.979
mnist,trainUval,resnet,127,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/trainUval/a1_e127.pt,5,70000,10,,,,28.840938272147124,26.0084657635396,-0.0910837469636055,,,0.9999666666666667,0.9796
mnist,trainUval,resnet,16,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/trainUval/a1_e16.pt,5,70000,10,,,,25.952970483912917,21.71396481707885,-0.0870571615981277,,,0.9793166666666666,0.9675
mnist,trainUval,resnet,192,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/trainUval/a1_e192.pt,5,70000,10,,,,29.355181500277613,26.597072866353795,-0.0939942873840852,,,1.0,0.9801
mnist,trainUval,resnet,44,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/trainUval/a1_e44.pt,5,70000,10,,,,27.50595594355529,23.34441086421301,-0.0885392924147045,,,0.9958666666666667,0.9765
mnist,trainUval,resnet,77,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/trainUval/a1_e77.pt,5,70000,10,,,,27.845284900160813,24.311611767506747,-0.0898240402654398,,,0.9990333333333333,0.9775
mnist,val,resnet,108,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/val/a1_e108.pt,5,10000,10,,,,28.377938253856023,24.95855031437417,-0.0917862547026497,,,0.9999166666666667,0.9791
mnist,val,resnet,140,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/val/a1_e140.pt,5,10000,10,,,,28.61352169652236,25.676228149199225,-0.0908926187692022,,,0.99995,0.9802
mnist,val,resnet,173,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/val/a1_e173.pt,5,10000,10,,,,28.842427872212813,25.80992024723456,-0.0936300826394087,,,0.9999833333333333,0.9803
mnist,val,resnet,25,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/val/a1_e25.pt,5,10000,10,,,,26.680932897161707,22.48838222250337,-0.0875624930436579,,,0.9868,0.9717
mnist,val,resnet,58,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/val/a1_e58.pt,5,10000,10,,,,27.70697422544828,23.96655946882664,-0.0888575483240915,,,0.9981166666666667,0.9773
mnist,val,resnet,90,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/val/a1_e90.pt,5,10000,10,,,,28.06014588962173,24.812852224774687,-0.0918472832785185,,,0.9996833333333334,0.9786
cifar,train,densenet,122,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e122.pt,5,50000,10,,,,7.230670239489402,6.383523303729038,-0.0891709664593434,,,0.9979,0.8621
cifar,train,densenet,155,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e155.pt,5,50000,10,,,,6.086849805245552,3.557317100152772,-0.0509209686320918,,,0.93492,0.8197
cifar,train,densenet,188,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e188.pt,5,50000,10,,,,6.048889452982568,4.636417803976131,-0.0292505368745255,,,0.96992,0.8433
cifar,train,densenet,4,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e4.pt,5,50000,10,,,,12.55420011774489,3.794580628342589,-0.0347349048170699,,,0.68248,0.6535
cifar,train,densenet,72,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e72.pt,5,50000,10,,,,8.056315466454837,5.037315284390075,-0.0502538522888412,,,0.9068,0.8019
cifar,trainUval,densenet,103,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/trainUval/a1_e103.pt,5,60000,10,,,,6.873370588617814,4.35710437093563,-0.0806397989606877,,,0.97674,0.8446
cifar,trainUval,densenet,136,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/trainUval/a1_e136.pt,5,60000,10,,,,7.219429472900135,6.409822738794565,-0.0912259566006783,,,0.9998,0.8732
cifar,trainUval,densenet,169,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/trainUval/a1_e169.pt,5,60000,10,,,,6.023923857967211,3.7064492969813703,-0.0458945022112854,,,0.95996,0.838
cifar,trainUval,densenet,200,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/trainUval/a1_e200.pt,5,60000,10,,,,6.04824582292518,4.433315477902196,-0.0282159111815982,,,0.97902,0.8529
cifar,trainUval,densenet,53,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/trainUval/a1_e53.pt,5,60000,10,,,,8.624067137111147,5.4956310884272535,-0.0887528232214685,,,0.97152,0.8372
cifar,trainUval,densenet,86,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/trainUval/a1_e86.pt,5,60000,10,,,,7.076666202213322,4.075207124537226,-0.0439277834988065,,,0.93656,0.8246
cifar,val,densenet,117,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/val/a1_e117.pt,5,10000,10,,,,6.205765333838369,3.8634823963681018,-0.0744535995137598,,,0.99452,0.8575
cifar,val,densenet,15,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/val/a1_e15.pt,5,10000,10,,,,12.27773428606638,4.694054989947158,-0.0622306347869481,,,0.79922,0.7518
cifar,val,densenet,182,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/val/a1_e182.pt,5,10000,10,,,,5.572041019023508,3.052747023462905,-0.024723941024559,,,0.96946,0.8493
cifar,val,densenet,34,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/val/a1_e34.pt,5,10000,10,,,,10.358312236036802,3.987835971841168,-0.0662408548449772,,,0.85462,0.7817
cifar,val,densenet,67,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/val/a1_e67.pt,5,10000,10,,,,8.167007108118186,4.636800951016568,-0.0962379029522265,,,0.99722,0.8496
mnist,train,densenet,0,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/train/a1_e0.pt,5,60000,10,,,,1.955979733757392,0.4321312950237461,0.9969803269333454,,,0.09813333333333334,0.096
mnist,train,densenet,130,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/train/a1_e130.pt,5,60000,10,,,,19.05473622180398,16.489543354702505,-0.0975338444725684,,,0.9992666666666666,0.9719
mnist,train,densenet,163,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/train/a1_e163.pt,5,60000,10,,,,19.25207281929149,16.75124065703816,-0.0976085710055482,,,0.9997333333333334,0.9729
mnist,train,densenet,196,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/train/a1_e196.pt,5,60000,10,,,,19.381080799894903,17.382761288590526,-0.0983551739505458,,,0.99995,0.9729
mnist,train,densenet,48,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/train/a1_e48.pt,5,60000,10,,,,18.51105094372228,15.127488447339474,-0.0957903899919621,,,0.9853,0.9658
mnist,train,densenet,80,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/train/a1_e80.pt,5,60000,10,,,,18.72531746020085,15.68178460918033,-0.0960444257482452,,,0.9937333333333334,0.9695
mnist,trainUval,densenet,111,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/trainUval/a1_e111.pt,5,70000,10,,,,18.95357879643354,16.167877032121595,-0.0970665727433337,,,0.9988333333333334,0.971
mnist,trainUval,densenet,144,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/trainUval/a1_e144.pt,5,70000,10,,,,18.9728138858071,16.5597198315418,-0.0971523910281607,,,0.9993333333333333,0.9723
mnist,trainUval,densenet,177,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/trainUval/a1_e177.pt,5,70000,10,,,,19.231725286249738,16.969514488461705,-0.0989340613378386,,,0.9998833333333333,0.9721
mnist,trainUval,densenet,29,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/trainUval/a1_e29.pt,5,70000,10,,,,17.73617916271812,13.66858604593988,-0.0942183055464831,,,0.9647666666666667,0.9543
mnist,trainUval,densenet,61,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/trainUval/a1_e61.pt,5,70000,10,,,,18.71648626256561,15.484173406282652,-0.0953833095585077,,,0.9891333333333333,0.9677
mnist,trainUval,densenet,94,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/trainUval/a1_e94.pt,5,70000,10,,,,18.883545313288742,16.290157954032725,-0.0973858190192755,,,0.9972,0.9711
mnist,val,densenet,125,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/val/a1_e125.pt,5,10000,10,,,,18.94700900387757,16.236016340188193,-0.0972381283328508,,,0.9991666666666666,0.9721
mnist,val,densenet,158,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/val/a1_e158.pt,5,10000,10,,,,18.946133351665814,16.541526241192155,-0.0975487399493708,,,0.9995666666666667,0.973
mnist,val,densenet,190,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/val/a1_e190.pt,5,10000,10,,,,19.077611104362685,16.783840755212516,-0.0980613546007308,,,0.99995,0.9723
mnist,val,densenet,42,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/val/a1_e42.pt,5,10000,10,,,,18.41721322742135,14.715082890559636,-0.0956265107270528,,,0.98115,0.9653
mnist,val,densenet,75,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/val/a1_e75.pt,5,10000,10,,,,18.73013567233543,15.61250233860308,-0.0951771371971721,,,0.9917166666666667,0.9687
cifar,train,resnet,106,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/train/a1_e106.pt,5,50000,10,,,,9.83576973212581,6.230237285064128,-0.0885364004672113,,,0.96248,0.8327
cifar,train,resnet,139,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/train/a1_e139.pt,5,50000,10,,,,10.595292098626112,8.878425706554088,-0.1006561443344044,,,0.99954,0.8657
cifar,train,resnet,171,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/train/a1_e171.pt,5,50000,10,,,,7.946432893793201,4.800624756328893,-0.084135989268424,,,0.95538,0.8321
cifar,train,resnet,23,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/train/a1_e23.pt,5,50000,10,,,,13.72748869338915,5.529009074399607,-0.0603731925313902,,,0.8854,0.8077
