dataset,split,model,k,epoch,layer,thresh,thresh_mode,node_count,average_branching_factor,colless_index,missing_colless,total_cophenetic_index,sackin_index,average_colless_index,average_missing_colless,average_total_cophenetic_index,average_sackin_index,train_acc,val_acc
cifar,val,wres,20,48,a1,1e-07,1e-07,52,1.9615384615384615,186.0,1,1135.0,199.0,3.576923076923077,0.019230769230769232,21.826923076923077,3.826923076923077,0.9647,0.6755
cifar,val,wres,20,48,a2,1e-07,1e-07,248,2.093220338983051,,12,191187.0,4202.0,,0.04838709677419355,770.9153225806451,16.943548387096776,0.9647,0.6755
cifar,val,wres,20,48,a3,1e-07,1e-07,393,2.130434782608696,,24,1388196.0,19466.0,,0.061068702290076333,3532.3053435114502,49.531806615776084,0.9647,0.6755
cifar,val,wres,20,48,a4,1e-07,1e-07,376,2.142857142857143,,24,1174812.0,17010.0,,0.06382978723404255,3124.5,45.23936170212766,0.9647,0.6755
cifar,val,wres,20,48,a5,1e-07,1e-07,408,2.142105263157895,,24,1490753.0,19525.0,,0.058823529411764705,3653.8063725490197,47.85539215686274,0.9647,0.6755
mnist,train,wres,20,12,a1,1e-07,1e-07,111,2.0,905.0,2,7964.0,686.0,8.153153153153154,0.018018018018018018,71.74774774774775,6.18018018018018,0.9875,0.9832
mnist,train,wres,20,12,a2,1e-07,1e-07,208,2.0097087378640777,1723.0,3,23641.0,1410.0,8.283653846153847,0.014423076923076924,113.65865384615384,6.778846153846154,0.9875,0.9832
mnist,train,wres,20,12,a3,1e-07,1e-07,624,2.042622950819672,,15,455205.0,8507.0,,0.02403846153846154,729.4951923076923,13.633012820512821,0.9875,0.9832
mnist,train,wres,20,12,a4,1e-07,1e-07,725,2.0451977401129944,,16,2514916.0,22305.0,,0.022068965517241378,3468.849655172414,30.76551724137931,0.9875,0.9832
mnist,train,wres,20,12,a5,1e-07,1e-07,873,2.0469483568075115,,21,8859660.0,56516.0,,0.024054982817869417,10148.52233676976,64.73768613974799,0.9875,0.9832
mnist,trainUval,wres,20,12,a1,1e-07,1e-07,111,2.0,638.0,2,5118.0,577.0,5.747747747747748,0.018018018018018018,46.108108108108105,5.198198198198198,0.9875,0.9832
mnist,trainUval,wres,20,12,a2,1e-07,1e-07,229,2.0357142857142856,,6,27918.0,1572.0,,0.026200873362445413,121.91266375545851,6.864628820960698,0.9875,0.9832
mnist,trainUval,wres,20,12,a3,1e-07,1e-07,714,2.0547550432276656,,20,890025.0,12191.0,,0.028011204481792718,1246.5336134453783,17.074229691876752,0.9875,0.9832
